type,datum,NIS,kieskring,mandaten,"ingeschreven
kiezers",stembiljetten,blanco&ongeldig,lijstnr,lijst,"aantal
kandidaten",lijststemmen cat.1,lijststemmen cat.2,stemcijfer,verkiesbaarheidscijfer,verkregen zetels
CG,14/10/2018,11029,Mortsel,29,19227,17713,396,2,N-VA,29,1637,3849,5486,5029,11
CG,14/10/2018,11029,Mortsel,29,19227,17713,396,3,CD&V,29,303,836,1139,570,1
CG,14/10/2018,11029,Mortsel,29,19227,17713,396,4,Groen,29,1083,2717,3800,3378,8
CG,14/10/2018,11029,Mortsel,29,19227,17713,396,5,VLAAMS BELANG,23,572,984,1556,1038,2
CG,14/10/2018,11029,Mortsel,29,19227,17713,396,6,Open Vld,24,295,638,933,467,1
CG,14/10/2018,11029,Mortsel,29,19227,17713,396,7,Mortsel leeft!,28,618,1253,1871,1404,3
CG,14/10/2018,11029,Mortsel,29,19227,17713,396,8,PVDA,24,272,551,823,,0
CG,14/10/2018,44048,Nazareth,21,9230,8776,388,1,sp.a-Groen,21,519,909,1428,1071,3
CG,14/10/2018,44048,Nazareth,21,9230,8776,388,2,N-VA,21,817,875,1692,1354,4
CG,14/10/2018,44048,Nazareth,21,9230,8776,388,3,CD&V,21,386,3119,3505,3187,10
CG,14/10/2018,44048,Nazareth,21,9230,8776,388,6,Open Vld,21,664,1099,1763,1411,4
CG,14/10/2018,11030,Niel,21,7654,7041,244,1,sp.a - Groen,21,314,926,1240,992,4
CG,14/10/2018,11030,Niel,21,7654,7041,244,2,N-VA,21,354,1001,1355,1084,4
CG,14/10/2018,11030,Niel,21,7654,7041,244,3,CD&V,17,93,373,466,233,1
CG,14/10/2018,11030,Niel,21,7654,7041,244,5,VLAAMS BELANG,15,227,493,720,480,2
CG,14/10/2018,11030,Niel,21,7654,7041,244,6,Open Vld,21,361,2284,2645,2405,10
CG,14/10/2018,11030,Niel,21,7654,7041,244,7,NIEL VOORUIT,21,96,275,371,,0
CG,14/10/2018,71045,Nieuwerkerken,17,5517,5283,257,1,sp.a,17,191,908,1099,825,3
CG,14/10/2018,71045,Nieuwerkerken,17,5517,5283,257,2,N-VA,17,269,280,549,275,1
CG,14/10/2018,71045,Nieuwerkerken,17,5517,5283,257,3,CD&V,17,259,1982,2241,2017,9
CG,14/10/2018,71045,Nieuwerkerken,17,5517,5283,257,7,GEMEENTEBELANGEN,17,203,934,1137,910,4
CG,14/10/2018,38016,Nieuwpoort,21,9731,8823,403,2,N-VA,17,430,626,1056,704,2
CG,14/10/2018,38016,Nieuwpoort,21,9731,8823,403,3,CD&V,21,412,4662,5074,4757,15
CG,14/10/2018,38016,Nieuwpoort,21,9731,8823,403,5,VLAAMS BELANG,14,341,324,665,333,1
CG,14/10/2018,38016,Nieuwpoort,21,9731,8823,403,6,Open Vld Nieuwpoort,1,105,99,204,,0
CG,14/10/2018,38016,Nieuwpoort,21,9731,8823,403,7,PRO NIEUWPOORT,21,322,1099,1421,1066,3
CG,14/10/2018,12026,Nijlen,27,18147,17205,653,2,N-VA,27,1267,2221,3488,2990,6
CG,14/10/2018,12026,Nijlen,27,18147,17205,653,3,CD&V,27,860,4033,4893,4449,10
CG,14/10/2018,12026,Nijlen,27,18147,17205,653,4,Groen-Open Vld,27,915,2077,2992,2494,5
CG,14/10/2018,12026,Nijlen,27,18147,17205,653,5,VLAAMS BELANG,27,841,760,1601,1068,2
CG,14/10/2018,12026,Nijlen,27,18147,17205,653,7,N&U,27,271,1141,1412,942,2
CG,14/10/2018,12026,Nijlen,27,18147,17205,653,8,Nieuw Nijlen,22,418,1212,1630,1087,2
CG,14/10/2018,12026,Nijlen,27,18147,17205,653,9,ONS.dorp,15,178,358,536,,0
CG,14/10/2018,41048,Ninove,33,29663,28395,1169,2,N-VA,33,926,1373,2299,1533,2
CG,14/10/2018,41048,Ninove,33,29663,28395,1169,6,Open Vld,33,870,6456,7326,6594,9
CG,14/10/2018,41048,Ninove,33,29663,28395,1169,7,FORZA NINOVE,33,1682,9208,10890,10210,15
CG,14/10/2018,41048,Ninove,33,29663,28395,1169,8,UW ALTERNATIEF,31,107,281,388,,0
CG,14/10/2018,41048,Ninove,33,29663,28395,1169,9,ANDERS (+PVG),11,68,146,214,,0
CG,14/10/2018,41048,Ninove,33,29663,28395,1169,10,SAMEN,33,1067,5042,6109,5346,7
CG,14/10/2018,13029,Olen,23,9720,9183,629,1,sp.a-sociaal&anders,23,150,725,875,584,2
CG,14/10/2018,13029,Olen,23,9720,9183,629,2,N-VA,23,626,1112,1738,1449,5
CG,14/10/2018,13029,Olen,23,9720,9183,629,3,CD&V,23,402,2591,2993,2694,9
CG,14/10/2018,13029,Olen,23,9720,9183,629,4,Groen,12,284,506,790,395,1
CG,14/10/2018,13029,Olen,23,9720,9183,629,7,O1,23,304,1854,2158,1850,6
CG,14/10/2018,35013,Oostende,41,54855,48365,1544,2,N-VA,41,2617,5105,7722,6757,7
CG,14/10/2018,35013,Oostende,41,54855,48365,1544,3,CD&V,41,492,3178,3670,2753,3
CG,14/10/2018,35013,Oostende,41,54855,48365,1544,4,Groen,41,1688,4173,5861,4885,5
CG,14/10/2018,35013,Oostende,41,54855,48365,1544,5,VLAAMS BELANG,41,2758,3368,6126,5251,6
CG,14/10/2018,35013,Oostende,41,54855,48365,1544,6,Open Vld,41,1109,8179,9288,8360,9
CG,14/10/2018,35013,Oostende,41,54855,48365,1544,7,OK,41,324,769,1093,,0
CG,14/10/2018,35013,Oostende,41,54855,48365,1544,8,Stadslijst,41,1194,9461,10655,9768,11
CG,14/10/2018,35013,Oostende,41,54855,48365,1544,9,PVDA,23,353,609,962,,0
CG,14/10/2018,35013,Oostende,41,54855,48365,1544,10,Recht door Zee,23,161,722,883,,0
CG,14/10/2018,35013,Oostende,41,54855,48365,1544,11,DeOostendenaar,4,189,372,561,,0
CG,14/10/2018,44052,Oosterzele,23,10717,10279,308,3,CD&V/N-VA,23,577,4412,4989,4606,12
CG,14/10/2018,44052,Oosterzele,23,10717,10279,308,4,Groen,23,702,893,1595,1197,3
CG,14/10/2018,44052,Oosterzele,23,10717,10279,308,6,Open Vld plus,23,570,2817,3387,3011,8
CG,14/10/2018,31022,Oostkamp,27,18605,17746,675,1,sp.a,27,504,1467,1971,1479,3
CG,14/10/2018,31022,Oostkamp,27,18605,17746,675,2,N-VA,27,1053,1671,2724,2180,4
CG,14/10/2018,31022,Oostkamp,27,18605,17746,675,3,CD&V,27,1091,7034,8125,7648,16
CG,14/10/2018,31022,Oostkamp,27,18605,17746,675,4,Groen,27,831,960,1791,1194,2
CG,14/10/2018,31022,Oostkamp,27,18605,17746,675,5,VLAAMS BELANG,9,926,667,1593,1062,2
CG,14/10/2018,31022,Oostkamp,27,18605,17746,675,7,8020 OPEN,15,352,515,867,,0
CG,14/10/2018,37010,Oostrozebeke,19,6058,5795,408,7,Oostrozebeke.nu,19,337,2422,2759,2509,10
CG,14/10/2018,37010,Oostrozebeke,19,6058,5795,408,8,INSPRAAK.nu,19,557,2071,2628,2366,9
CG,14/10/2018,23060,Opwijk,23,10878,10333,265,2,N-VA,23,360,2816,3176,2859,9
CG,14/10/2018,23060,Opwijk,23,10878,10333,265,3,CD&V,23,194,1394,1588,1191,3
CG,14/10/2018,23060,Opwijk,23,10878,10333,265,4,Groen,11,234,406,640,320,1
CG,14/10/2018,23060,Opwijk,23,10878,10333,265,5,VLAAMS BELANG,6,254,330,584,,0
CG,14/10/2018,23060,Opwijk,23,10878,10333,265,6,Open Vld,23,327,2608,2935,2609,8
CG,14/10/2018,23060,Opwijk,23,10878,10333,265,7,INZET,23,209,936,1145,764,2
CG,14/10/2018,45035,Oudenaarde,31,24384,23076,888,1,sp.a,31,447,1244,1691,1128,2
CG,14/10/2018,45035,Oudenaarde,31,24384,23076,888,2,N-VA,31,1119,1444,2563,1923,3
CG,14/10/2018,45035,Oudenaarde,31,24384,23076,888,3,CD&V,31,526,3844,4370,3746,6
CG,14/10/2018,45035,Oudenaarde,31,24384,23076,888,4,Groen,31,1227,3098,4325,3708,6
CG,14/10/2018,45035,Oudenaarde,31,24384,23076,888,5,VLAAMS BELANG,8,939,574,1513,757,1
CG,14/10/2018,45035,Oudenaarde,31,24384,23076,888,6,Open Vld,31,1152,6574,7726,7175,13
CG,14/10/2018,35014,Oudenburg,21,7440,7013,331,1,sp.a,21,217,717,934,623,2
CG,14/10/2018,35014,Oudenburg,21,7440,7013,331,2,N-VA,21,352,375,727,364,1
CG,14/10/2018,35014,Oudenburg,21,7440,7013,331,3,CD&V,21,213,2324,2537,2284,9
CG,14/10/2018,35014,Oudenburg,21,7440,7013,331,6,Open Vld,21,282,2202,2484,2236,9
CG,14/10/2018,24086,Oud-Heverlee,21,8402,7959,218,1,sp.a-plus,21,109,704,813,407,1
CG,14/10/2018,24086,Oud-Heverlee,21,8402,7959,218,2,N-VA,21,438,1761,2199,1925,7
CG,14/10/2018,24086,Oud-Heverlee,21,8402,7959,218,3,CD&V,21,223,1680,1903,1632,6
CG,14/10/2018,24086,Oud-Heverlee,21,8402,7959,218,4,Groen,21,527,1292,1819,1516,5
CG,14/10/2018,24086,Oud-Heverlee,21,8402,7959,218,6,Open Vld,17,238,769,1007,672,2
CG,14/10/2018,72042,Oudsbergen,27,18037,17130,918,2,N-VA,27,987,2563,3550,3043,6
CG,14/10/2018,72042,Oudsbergen,27,18037,17130,918,3,CD&V Oudsbergen,27,948,7841,8789,8301,17
CG,14/10/2018,72042,Oudsbergen,27,18037,17130,918,4,Groen,27,472,780,1252,626,1
CG,14/10/2018,72042,Oudsbergen,27,18037,17130,918,7,OPEN OUDSBERGEN,27,355,1823,2178,1634,3
CG,14/10/2018,72042,Oudsbergen,27,18037,17130,918,8,BOS,9,111,332,443,,0
CG,14/10/2018,13031,Oud-Turnhout,23,9726,9053,308,2,N-VA,23,810,1771,2581,2295,8
CG,14/10/2018,13031,Oud-Turnhout,23,9726,9053,308,3,CD&V pluS,23,461,1945,2406,2139,8
CG,14/10/2018,13031,Oud-Turnhout,23,9726,9053,308,4,Groen,23,395,820,1215,912,3
CG,14/10/2018,13031,Oud-Turnhout,23,9726,9053,308,5,VLAAMS BELANG,23,400,881,1281,961,3
CG,14/10/2018,13031,Oud-Turnhout,23,9726,9053,308,7,NIEUW Oud-Turnhout,16,159,372,531,,0
CG,14/10/2018,13031,Oud-Turnhout,23,9726,9053,308,8,LB18,23,166,565,731,366,1
CG,14/10/2018,23062,Overijse,29,16686,15009,743,3,CD&V,20,364,1281,1645,1234,3
CG,14/10/2018,23062,Overijse,29,16686,15009,743,7,Bewust,9,79,551,630,,0
CG,14/10/2018,23062,Overijse,29,16686,15009,743,8,Leefbaar Overijse,19,262,720,982,491,1
CG,14/10/2018,23062,Overijse,29,16686,15009,743,9,Overijse Plus,29,916,2064,2980,2555,6
CG,14/10/2018,23062,Overijse,29,16686,15009,743,10,OPENVLDGROENOVERIJSE,29,1011,2817,3828,3446,9
CG,14/10/2018,23062,Overijse,29,16686,15009,743,11,Overijse2002-N-VA,29,662,3539,4201,3820,10
CG,14/10/2018,72030,Peer,25,12618,12029,671,2,N-VA,25,744,913,1657,1326,4
CG,14/10/2018,72030,Peer,25,12618,12029,671,3,CD&V,25,695,5067,5762,5424,16
CG,14/10/2018,72030,Peer,25,12618,12029,671,4,Groen,9,284,363,647,,0
CG,14/10/2018,72030,Peer,25,12618,12029,671,7,APPEL,25,400,1343,1743,1395,4
CG,14/10/2018,72030,Peer,25,12618,12029,671,8,Speer,25,138,679,817,409,1
CG,14/10/2018,72030,Peer,25,12618,12029,671,9,PEER PLUS,13,99,384,483,,0
CG,14/10/2018,72030,Peer,25,12618,12029,671,10,PEER VOORUIT,7,74,175,249,,0
CG,14/10/2018,72043,Pelt,31,22680,21436,1076,2,N-VA,31,1070,2100,3170,2536,4
CG,14/10/2018,72043,Pelt,31,22680,21436,1076,3,CD&V,31,1031,8534,9565,9034,17
CG,14/10/2018,72043,Pelt,31,22680,21436,1076,4,Groen,31,627,1654,2281,1711,3
CG,14/10/2018,72043,Pelt,31,22680,21436,1076,7,SAMEN PELT,31,487,2696,3183,2653,5
CG,14/10/2018,72043,Pelt,31,22680,21436,1076,8,TIP,31,96,420,516,,0
CG,14/10/2018,72043,Pelt,31,22680,21436,1076,9,LIJST VISSERS,26,407,1238,1645,1097,2
CG,14/10/2018,23064,Pepingen,15,3492,3284,105,2,N-VA,11,140,151,291,146,1
CG,14/10/2018,23064,Pepingen,15,3492,3284,105,3,CD&V,15,133,824,957,798,5
CG,14/10/2018,23064,Pepingen,15,3492,3284,105,4,Groen,4,125,142,267,,0
CG,14/10/2018,23064,Pepingen,15,3492,3284,105,7,DVP,15,94,247,341,171,1
CG,14/10/2018,23064,Pepingen,15,3492,3284,105,8,LVB-LIJSTvdBURGER,15,176,1147,1323,1176,8
CG,14/10/2018,37011,Pittem,17,5275,5059,237,3,CD&V,17,260,2044,2304,2074,9
CG,14/10/2018,37011,Pittem,17,5275,5059,237,7,NieuwPittemEgem,17,502,1706,2208,1963,8
CG,14/10/2018,37011,Pittem,17,5275,5059,237,8,8740Anders,11,98,212,310,,0
CG,14/10/2018,33021,Poperinge,25,15404,14351,713,2,N-VA,25,294,501,795,398,1
CG,14/10/2018,33021,Poperinge,25,15404,14351,713,3,CD&V,25,669,4848,5517,5093,12
CG,14/10/2018,33021,Poperinge,25,15404,14351,713,4,Groen,25,309,526,835,418,1
CG,14/10/2018,33021,Poperinge,25,15404,14351,713,5,VLAAMS BELANG,25,640,471,1111,556,1
CG,14/10/2018,33021,Poperinge,25,15404,14351,713,6,Open Vld,25,460,3093,3553,3109,7
CG,14/10/2018,33021,Poperinge,25,15404,14351,713,7,Samen,25,339,1488,1827,1371,3
CG,14/10/2018,12029,Putte,25,14032,13094,713,2,N-VA,25,757,950,1707,1281,3
CG,14/10/2018,12029,Putte,25,14032,13094,713,3,CD&V-GROEN PUTTE,25,680,4003,4683,4293,11
CG,14/10/2018,12029,Putte,25,14032,13094,713,7,Lijst Burgemeester,25,826,4098,4924,4514,11
CG,14/10/2018,12029,Putte,25,14032,13094,713,8,VIA-Putte,18,143,322,465,,0
CG,14/10/2018,12029,Putte,25,14032,13094,713,9,Open Putte,16,215,387,602,,0
CG,14/10/2018,12041,Puurs-Sint-Amands,29,20218,19209,525,2,N-VA,29,1222,2102,3324,2770,5
CG,14/10/2018,12041,Puurs-Sint-Amands,29,20218,19209,525,3,CD&V-teamkoen,29,923,8742,9665,9129,17
CG,14/10/2018,12041,Puurs-Sint-Amands,29,20218,19209,525,4,Groen,29,688,972,1660,1107,2
CG,14/10/2018,12041,Puurs-Sint-Amands,29,20218,19209,525,5,VLAAMS BELANG,29,866,1092,1958,1306,2
CG,14/10/2018,12041,Puurs-Sint-Amands,29,20218,19209,525,7,KR8!,29,374,1703,2077,1558,3
CG,14/10/2018,11035,Ranst,25,15162,14028,345,2,N-VA,25,1754,2917,4671,4247,10
CG,14/10/2018,11035,Ranst,25,15162,14028,345,3,CD&V/WIJRanst,25,319,1583,1902,1427,3
CG,14/10/2018,11035,Ranst,25,15162,14028,345,4,Groen,25,854,1717,2571,2143,5
CG,14/10/2018,11035,Ranst,25,15162,14028,345,5,VLAAMS BELANG,17,511,1067,1578,1052,2
CG,14/10/2018,11035,Ranst,25,15162,14028,345,6,Open Vld Ranst,25,333,2628,2961,2468,5
CG,14/10/2018,13035,Ravels,23,8792,8288,443,2,N-VA,23,598,1308,1906,1589,5
CG,14/10/2018,13035,Ravels,23,8792,8288,443,3,CD&V,23,324,4716,5040,4744,16
CG,14/10/2018,13035,Ravels,23,8792,8288,443,4,Groen,23,247,652,899,600,2
CG,14/10/2018,13036,Retie,21,8362,7927,331,2,N-VA,21,314,828,1142,762,2
CG,14/10/2018,13036,Retie,21,8362,7927,331,3,CD&V,21,362,2311,2673,2376,8
CG,14/10/2018,13036,Retie,21,8362,7927,331,7,Nieuw Retie,21,597,3184,3781,3466,11
CG,14/10/2018,73066,Riemst,25,11328,10777,462,2,N-VA,25,324,1850,2174,1812,5
CG,14/10/2018,73066,Riemst,25,11328,10777,462,3,CD&V,25,487,4838,5325,4970,14
CG,14/10/2018,73066,Riemst,25,11328,10777,462,5,VLAAMS BELANG,5,394,278,672,336,1
CG,14/10/2018,73066,Riemst,25,11328,10777,462,6,Open Vld,25,219,1925,2144,1787,5
CG,14/10/2018,13037,Rijkevorsel,21,8854,8227,420,2,N-VA,21,633,2941,3574,3277,11
CG,14/10/2018,13037,Rijkevorsel,21,8854,8227,420,3,CD&V,21,202,1121,1323,993,3
CG,14/10/2018,13037,Rijkevorsel,21,8854,8227,420,7,GemeenteBelangen,21,197,1711,1908,1590,5
CG,14/10/2018,13037,Rijkevorsel,21,8854,8227,420,8,ProVeussel,21,196,806,1002,668,2
CG,14/10/2018,36015,Roeselare,39,46449,42797,1606,1,sp.a &de vernieuwers,39,1047,2810,3857,2893,3
CG,14/10/2018,36015,Roeselare,39,46449,42797,1606,2,N-VA,39,2356,5322,7678,6719,7
CG,14/10/2018,36015,Roeselare,39,46449,42797,1606,3,CD&V,39,1878,14595,16473,15606,18
CG,14/10/2018,36015,Roeselare,39,46449,42797,1606,4,Groen,39,1343,2602,3945,2959,3
CG,14/10/2018,36015,Roeselare,39,46449,42797,1606,5,VLAAMS BELANG,39,2784,3397,6181,5298,6
CG,14/10/2018,36015,Roeselare,39,46449,42797,1606,6,Open Vld,39,766,2291,3057,2038,2
CG,14/10/2018,45041,Ronse,29,18573,16937,1399,1,sp.a,29,585,2232,2817,2415,6
CG,14/10/2018,45041,Ronse,29,18573,16937,1399,2,N-VA,29,845,2914,3759,3342,8
CG,14/10/2018,45041,Ronse,29,18573,16937,1399,3,CD&V,29,592,4592,5184,4752,11
CG,14/10/2018,45041,Ronse,29,18573,16937,1399,4,Groen,29,557,971,1528,1019,2
CG,14/10/2018,45041,Ronse,29,18573,16937,1399,6,Open Vld,29,366,1240,1606,1071,2
CG,14/10/2018,45041,Ronse,29,18573,16937,1399,7,PVDA*PTB,13,320,324,644,,0
CG,14/10/2018,23097,Roosdaal,21,8950,8491,269,2,N-VA,21,585,1806,2391,2093,7
CG,14/10/2018,23097,Roosdaal,21,8950,8491,269,3,CD&V,21,354,3173,3527,3234,11
CG,14/10/2018,23097,Roosdaal,21,8950,8491,269,4,Groen,13,383,588,971,648,2
CG,14/10/2018,23097,Roosdaal,21,8950,8491,269,5,VLAAMS BELANG,3,304,185,489,,0
CG,14/10/2018,23097,Roosdaal,21,8950,8491,269,7,ROOSDAAL-ANDERS,17,264,580,844,422,1
CG,14/10/2018,24094,Rotselaar,25,12955,12114,434,1,sp.a,25,251,716,967,484,1
CG,14/10/2018,24094,Rotselaar,25,12955,12114,434,2,N-VA,25,705,1388,2093,1745,5
CG,14/10/2018,24094,Rotselaar,25,12955,12114,434,3,CD&V,25,541,3500,4041,3674,10
CG,14/10/2018,24094,Rotselaar,25,12955,12114,434,4,Groen,25,445,942,1387,1041,3
CG,14/10/2018,24094,Rotselaar,25,12955,12114,434,6,Open Vld,25,299,1414,1713,1285,3
CG,14/10/2018,24094,Rotselaar,25,12955,12114,434,7,anders,25,475,1004,1479,1110,3
CG,14/10/2018,37012,Ruiselede,17,4139,4030,112,7,rkd,17,228,1626,1854,1669,9
CG,14/10/2018,37012,Ruiselede,17,4139,4030,112,8,RESPECT,17,240,1545,1785,1587,8
CG,14/10/2018,37012,Ruiselede,17,4139,4030,112,9,DURVEN,12,109,170,279,,0
CG,14/10/2018,11037,Rumst,25,11744,10952,333,1,sp.a - GROEN,25,660,1821,2481,2127,6
CG,14/10/2018,11037,Rumst,25,11744,10952,333,2,N-VA,25,984,2638,3622,3260,9
CG,14/10/2018,11037,Rumst,25,11744,10952,333,3,CD&V-3D,25,334,2372,2706,2368,7
CG,14/10/2018,11037,Rumst,25,11744,10952,333,5,VLAAMS BELANG,19,526,862,1388,1041,3
CG,14/10/2018,11037,Rumst,25,11744,10952,333,6,Open Vld,16,167,255,422,,0
CG,14/10/2018,11038,Schelle,19,6595,6149,152,1,sp.a,13,101,235,336,,0
CG,14/10/2018,11038,Schelle,19,6595,6149,152,2,N-VA,19,446,904,1350,1125,5
CG,14/10/2018,11038,Schelle,19,6595,6149,152,3,CD&V,19,340,2109,2449,2227,10
CG,14/10/2018,11038,Schelle,19,6595,6149,152,4,Groen,19,161,455,616,411,2
CG,14/10/2018,11038,Schelle,19,6595,6149,152,5,VLAAMS BELANG,13,254,417,671,448,2
CG,14/10/2018,11038,Schelle,19,6595,6149,152,6,Open Vld,19,79,312,391,,0
CG,14/10/2018,11038,Schelle,19,6595,6149,152,7,Schelse BurgerPartij,7,38,146,184,,0
CG,14/10/2018,24134,Scherpenheuvel-Zichem,27,18504,17323,920,1,sp.a,11,701,923,1624,1083,2
CG,14/10/2018,24134,Scherpenheuvel-Zichem,27,18504,17323,920,2,N-VA,27,1194,1980,3174,2645,5
CG,14/10/2018,24134,Scherpenheuvel-Zichem,27,18504,17323,920,3,CD&V,27,634,4257,4891,4402,9
CG,14/10/2018,24134,Scherpenheuvel-Zichem,27,18504,17323,920,5,VLAAMS BELANG,8,1145,951,2096,1572,3
CG,14/10/2018,24134,Scherpenheuvel-Zichem,27,18504,17323,920,6,Open Vld,27,433,4185,4618,4105,8
CG,14/10/2018,11039,Schilde,25,15124,13726,284,2,N-VA,25,1556,3995,5551,5124,12
CG,14/10/2018,11039,Schilde,25,15124,13726,284,3,CD&V,25,246,1076,1322,882,2
CG,14/10/2018,11039,Schilde,25,15124,13726,284,4,Groen,25,541,798,1339,893,2
CG,14/10/2018,11039,Schilde,25,15124,13726,284,5,VLAAMS BELANG,19,350,774,1124,562,1
CG,14/10/2018,11039,Schilde,25,15124,13726,284,6,Open Vld,25,560,3546,4106,3650,8
CG,14/10/2018,11040,Schoten,31,26250,23962,582,1,sp.a,31,288,929,1217,609,1
CG,14/10/2018,11040,Schoten,31,26250,23962,582,2,N-VA,31,2446,7806,10252,9649,16
CG,14/10/2018,11040,Schoten,31,26250,23962,582,3,CD&V,31,423,1923,2346,1760,3
CG,14/10/2018,11040,Schoten,31,26250,23962,582,4,Groen,31,779,1609,2388,1791,3
CG,14/10/2018,11040,Schoten,31,26250,23962,582,5,VLAAMS BELANG,31,890,3961,4851,4245,7
CG,14/10/2018,11040,Schoten,31,26250,23962,582,6,Open Vld,31,379,1122,1501,751,1
CG,14/10/2018,11040,Schoten,31,26250,23962,582,7,PVDA,16,225,600,825,,0
CG,14/10/2018,23101,Sint-Genesius-Rode,25,12121,10911,574,7,ENGAGEMENT 1640,25,720,2456,3176,2779,7
CG,14/10/2018,23101,Sint-Genesius-Rode,25,12121,10911,574,8,IC-GB,25,859,6302,7161,6785,18
CG,14/10/2018,46020,Sint-Gillis-Waas,25,14824,14025,487,1,sp.a-Groen,25,767,1460,2227,1782,4
CG,14/10/2018,46020,Sint-Gillis-Waas,25,14824,14025,487,2,N-VA,25,1419,3056,4475,4069,10
CG,14/10/2018,46020,Sint-Gillis-Waas,25,14824,14025,487,3,CD&V,25,890,3538,4428,3986,9
CG,14/10/2018,46020,Sint-Gillis-Waas,25,14824,14025,487,5,VLAAMS BELANG,18,775,682,1457,972,2
CG,14/10/2018,46020,Sint-Gillis-Waas,25,14824,14025,487,7,ONS!DORP,13,188,233,421,,0
CG,14/10/2018,46020,Sint-Gillis-Waas,25,14824,14025,487,8,DE NIEUWE PLOEG,16,188,342,530,,0
CG,14/10/2018,12035,Sint-Katelijne-Waver,27,15914,15032,473,2,N-VA,27,1236,3485,4721,4292,10
CG,14/10/2018,12035,Sint-Katelijne-Waver,27,15914,15032,473,3,CD&V,27,360,2441,2801,2401,6
CG,14/10/2018,12035,Sint-Katelijne-Waver,27,15914,15032,473,4,Groen,8,438,637,1075,538,1
CG,14/10/2018,12035,Sint-Katelijne-Waver,27,15914,15032,473,5,VLAAMS BELANG,18,613,871,1484,990,2
CG,14/10/2018,12035,Sint-Katelijne-Waver,27,15914,15032,473,7,SAMEN ANDERS,27,526,3152,3678,3270,8
CG,14/10/2018,12035,Sint-Katelijne-Waver,27,15914,15032,473,8,KA - WA,27,116,684,800,,0
CG,14/10/2018,43014,Sint-Laureins,17,5334,5106,234,2,N-VA,17,150,352,502,251,1
CG,14/10/2018,43014,Sint-Laureins,17,5334,5106,234,3,CD&V,17,189,1443,1632,1399,6
CG,14/10/2018,43014,Sint-Laureins,17,5334,5106,234,7,Samen Anders,17,341,2397,2738,2490,10
CG,14/10/2018,41063,Sint-Lievens-Houtem,21,8074,7671,282,1,sp.a-Groen,21,217,664,881,588,2
CG,14/10/2018,41063,Sint-Lievens-Houtem,21,8074,7671,282,2,N-VA,21,326,599,925,617,2
CG,14/10/2018,41063,Sint-Lievens-Houtem,21,8074,7671,282,3,CD&V,21,107,746,853,569,2
CG,14/10/2018,41063,Sint-Lievens-Houtem,21,8074,7671,282,6,Open Vld,21,168,1001,1169,877,3
CG,14/10/2018,41063,Sint-Lievens-Houtem,21,8074,7671,282,7,NIEUW HOUTEM,21,601,2960,3561,3288,12
CG,14/10/2018,44064,Sint-Martens-Latem,19,6734,6332,182,7,WELZIJN,19,692,2240,2932,2666,10
CG,14/10/2018,44064,Sint-Martens-Latem,19,6734,6332,182,8,SAMEN N-VA,19,389,1273,1662,1385,5
CG,14/10/2018,44064,Sint-Martens-Latem,19,6734,6332,182,9,Voor Latem en Deurle,19,322,1234,1556,1245,4
CG,14/10/2018,46021,Sint-Niklaas,41,55566,50826,1687,1,sp.a,41,1019,5179,6198,5165,5
CG,14/10/2018,46021,Sint-Niklaas,41,55566,50826,1687,2,N-VA,41,4280,9982,14262,13312,14
CG,14/10/2018,46021,Sint-Niklaas,41,55566,50826,1687,3,CD&V,41,1188,5455,6643,5694,6
CG,14/10/2018,46021,Sint-Niklaas,41,55566,50826,1687,4,Groen,41,1848,5177,7025,6022,6
CG,14/10/2018,46021,Sint-Niklaas,41,55566,50826,1687,5,VLAAMS BELANG,41,3201,5192,8393,7344,7
CG,14/10/2018,46021,Sint-Niklaas,41,55566,50826,1687,6,Open Vld zuurstof,41,1073,2586,3659,2440,2
CG,14/10/2018,46021,Sint-Niklaas,41,55566,50826,1687,7,PVDA,41,655,1505,2160,1080,1
CG,14/10/2018,46021,Sint-Niklaas,41,55566,50826,1687,8,BE.ONE,7,57,742,799,,0
CG,14/10/2018,23077,Sint-Pieters-Leeuw,31,22668,20415,1191,1,sp.a,19,361,557,918,459,1
CG,14/10/2018,23077,Sint-Pieters-Leeuw,31,22668,20415,1191,2,N-VA,31,1403,4207,5610,5143,11
CG,14/10/2018,23077,Sint-Pieters-Leeuw,31,22668,20415,1191,3,CD&V,31,456,3487,3943,3451,7
CG,14/10/2018,23077,Sint-Pieters-Leeuw,31,22668,20415,1191,4,Groen,15,879,709,1588,1059,2
CG,14/10/2018,23077,Sint-Pieters-Leeuw,31,22668,20415,1191,5,VLAAMS BELANG,31,630,648,1278,639,1
CG,14/10/2018,23077,Sint-Pieters-Leeuw,31,22668,20415,1191,6,Open Vld,31,420,822,1242,621,1
CG,14/10/2018,23077,Sint-Pieters-Leeuw,31,22668,20415,1191,7,PF,31,1620,2000,3620,3168,7
CG,14/10/2018,23077,Sint-Pieters-Leeuw,31,22668,20415,1191,8,GEMEENTEBELANGEN,31,185,840,1025,513,1
CG,14/10/2018,71053,Sint-Truiden,35,32099,29594,982,1,sp.a,35,818,5915,6733,6121,10
CG,14/10/2018,71053,Sint-Truiden,35,32099,29594,982,2,N-VA,35,1274,3705,4979,4357,7
CG,14/10/2018,71053,Sint-Truiden,35,32099,29594,982,3,CD&V,35,629,6582,7211,6556,10
CG,14/10/2018,71053,Sint-Truiden,35,32099,29594,982,4,Groen,25,669,999,1668,834,1
